Company,ISIN,GICSSectorName,Country,Region
"NH Investment & Securities Co., Ltd.",KR7005940002,Financials,"KOREA, REPUBLIC OF",EM
"SK Discovery Co., Ltd.",KR7006120000,Materials,"KOREA, REPUBLIC OF",EM
LS Corp.,KR7006260004,Industrials,"KOREA, REPUBLIC OF",EM
GS Engineering & Construction Corporation,KR7006360002,Industrials,"KOREA, REPUBLIC OF",EM
"Samsung SDI Co., Ltd.",KR7006400006,Information Technology,"KOREA, REPUBLIC OF",EM
Mirae Asset Securities Co. Ltd.,KR7006800007,Financials,"KOREA, REPUBLIC OF",EM
"Samsung Electro-Mechanics Co., Ltd.",KR7009150004,Information Technology,"KOREA, REPUBLIC OF",EM
"Korea Shipbuilding & Offshore Engineering Co., Ltd.",KR7009540006,Industrials,"KOREA, REPUBLIC OF",EM
Hanwha Solutions Corporation,KR7009830001,Materials,"KOREA, REPUBLIC OF",EM
OCI Holdings Company Ltd.,KR7010060002,Materials,"KOREA, REPUBLIC OF",EM
"LS ELECTRIC Co., Ltd.",KR7010120004,Industrials,"KOREA, REPUBLIC OF",EM
"Korea Zinc Company, Ltd.",KR7010130003,Materials,"KOREA, REPUBLIC OF",EM
"Samsung Heavy Industries Co., Ltd.",KR7010140002,Industrials,"KOREA, REPUBLIC OF",EM
"Hyundai Mipo Dockyard Co., Ltd.",KR7010620003,Industrials,"KOREA, REPUBLIC OF",EM
S-Oil Corporation,KR7010950004,Energy,"KOREA, REPUBLIC OF",EM
Lotte Chemical Corporation,KR7011170008,Materials,"KOREA, REPUBLIC OF",EM
HMM Company Limited,KR7011200003,Industrials,"KOREA, REPUBLIC OF",EM
STX Corporation,KR7011810009,Industrials,"KOREA, REPUBLIC OF",EM
"Hyundai Mobis Co.,Ltd",KR7012330007,Consumer Discretionary,"KOREA, REPUBLIC OF",EM
"Hanwha Aerospace Co., Ltd.",KR7012450003,Information Technology,"KOREA, REPUBLIC OF",EM
"HDC HOLDINGS CO.,Ltd",KR7012630000,Industrials,"KOREA, REPUBLIC OF",EM
S-1 Corporation,KR7012750006,Industrials,"KOREA, REPUBLIC OF",EM
Korea Electric Power Corporation,KR7015760002,Utilities,"KOREA, REPUBLIC OF",EM
"Samsung Securities Co., Ltd.",KR7016360000,Financials,"KOREA, REPUBLIC OF",EM
"SK Telecom Co., Ltd.",KR7017670001,Communication Services,"KOREA, REPUBLIC OF",EM
Industrial Bank of Korea,KR7024110009,Financials,"KOREA, REPUBLIC OF",EM
"Samsung Engineering Co., Ltd.",KR7028050003,Industrials,"KOREA, REPUBLIC OF",EM
KT Corporation,KR7030200000,Communication Services,"KOREA, REPUBLIC OF",EM
KT&G Corporation,KR7033780008,Consumer Staples,"KOREA, REPUBLIC OF",EM
Korea Gas Corporation,KR7036460004,Utilities,"KOREA, REPUBLIC OF",EM
KB Financial Group Inc.,KR7105560007,Financials,"KOREA, REPUBLIC OF",EM
ASMPT Limited,KYG0535Q1331,Information Technology,HONG KONG,PAC
China Resources Land Limited,KYG2108Y1052,Real Estate,CHINA,EM
CK Hutchison Holdings Limited,KYG217651051,Real Estate,HONG KONG,PAC
Kingboard Holdings Limited,KYG525621408,Information Technology,HONG KONG,PAC
Tingyi (Cayman Islands) Holding Corp.,KYG8878S1030,Consumer Staples,HONG KONG,PAC
John Keells Holdings PLC,LK0092N00003,Industrials,SRI LANKA,FRON
Royal Caribbean Cruises Ltd.,LR0008862868,Consumer Discretionary,UNITED STATES,AMER
Millicom International Cellular S.A.,LU0038705702,Communication Services,LUXEMBOURG,Other
RTL Group S.A.,LU0061462528,Consumer Discretionary,LUXEMBOURG,Other
Subsea 7 S.A.,LU0075646355,Energy,NORWAY,EUR
SES S.A.,LU0088087324,Consumer Discretionary,LUXEMBOURG,Other
ArcelorMittal S.A.,LU1598757687,Materials,LUXEMBOURG,Other
SONASID S.A.,MA0000010019,Materials,MOROCCO,FRON
Ciments du Maroc,MA0000010506,Materials,MOROCCO,FRON
LafargeHolcim Maroc,MA0000012320,Materials,MOROCCO,FRON
Teekay Corporation,MHY8564W1030,Energy,UNITED STATES,AMER
Golden Agri-Resources Ltd,MU0117U00026,Consumer Staples,SINGAPORE,PAC
"Grupo Elektra, S.A.B. de C.V.",MX01EL000003,Consumer Discretionary,MEXICO,EM
Walmart de Mexico SAB de CV,MX01WA000038,Consumer Staples,MEXICO,EM
Alfa S.A.B. de C.V.,MXP000511016,Industrials,MEXICO,EM
"CEMEX, S.A.B. de C.V.",MXP225611567,Materials,MEXICO,EM
Fomento Economico Mexicano S.A.B. de C.V.,MXP320321310,Consumer Staples,MEXICO,EM
"Grupo Financiero Inbursa, S.A.B. de C.V.",MXP370641013,Financials,MEXICO,EM
"Grupo Financiero Banorte, S.A.B. de C.V.",MXP370711014,Financials,MEXICO,EM
Grupo Mexico SAB de CV,MXP370841019,Materials,MEXICO,EM
"Grupo Carso, S.A.B. de C.V.",MXP461181085,Industrials,MEXICO,EM
"Grupo Bimbo, S.A.B. de C.V.",MXP495211262,Consumer Staples,MEXICO,EM
"Grupo Televisa, S.A.B.",MXP4987V1378,Consumer Discretionary,MEXICO,EM
Industrias Penoles,MXP554091415,Materials,MEXICO,EM
Kimberly Clark de Mexico S.A.B. de C.V.,MXP606941179,Consumer Staples,MEXICO,EM
Organizacion Soriana,MXP8728U1671,Consumer Staples,MEXICO,EM
AMMB Holdings Berhad,MYL1015OO006,Financials,MALAYSIA,EM
CIMB Group Holdings Berhad,MYL1023OO000,Financials,MALAYSIA,EM
Hong Leong Financial Group Berhad,MYL1082OO006,Financials,MALAYSIA,EM
Malayan Banking Berhad,MYL1155OO000,Financials,MALAYSIA,EM
Public Bank Berhad,MYL1295OO004,Financials,MALAYSIA,EM
Batu Kawan Berhad,MYL1899OO003,Materials,MALAYSIA,EM
IOI Corporation Berhad,MYL1961OO001,Consumer Staples,MALAYSIA,EM
Genting Plantations Berhad,MYL2291OO002,Consumer Staples,MALAYSIA,EM
Kuala Lumpur Kepong Berhad,MYL2445OO004,Consumer Staples,MALAYSIA,EM
Genting Berhad,MYL3182OO002,Consumer Discretionary,MALAYSIA,EM
IJM Corporation Berhad,MYL3336OO004,Industrials,MALAYSIA,EM
Berjaya Corporation Berhad,MYL3395OO000,Consumer Discretionary,MALAYSIA,EM
Fraser & Neave Holdings Bhd,MYL3689OO006,Consumer Staples,MALAYSIA,EM
MISC Berhad,MYL3816OO005,Industrials,MALAYSIA,EM
PPB Group Berhad,MYL4065OO008,Consumer Staples,MALAYSIA,EM
British American Tobacco (Malaysia) Berhad,MYL4162OO003,Consumer Staples,MALAYSIA,EM
Sime Darby Berhad,MYL4197OO009,Industrials,MALAYSIA,EM
Hengyuan Refining Company Berhad,MYL4324OO009,Energy,MALAYSIA,EM
UMW Holdings Berhad,MYL4588OO009,Consumer Discretionary,MALAYSIA,EM
YTL Corporation Berhad,MYL4677OO000,Utilities,MALAYSIA,EM
Nestle Malaysia Bhd,MYL4707OO005,Consumer Staples,MALAYSIA,EM
Genting Malaysia Berhad,MYL4715OO008,Consumer Discretionary,MALAYSIA,EM
Telekom Malaysia Berhad,MYL4863OO006,Communication Services,MALAYSIA,EM
Malaysia Airports Holdings Berhad,MYL5014OO005,Industrials,MALAYSIA,EM
Tenaga Nasional Berhad,MYL5347OO009,Utilities,MALAYSIA,EM
Gamuda Berhad,MYL5398OO002,Industrials,MALAYSIA,EM
Parkson Holdings Berhad,MYL5657OO001,Materials,MALAYSIA,EM
PETRONAS Dagangan Berhad,MYL5681OO001,Energy,MALAYSIA,EM
Hong Leong Bank Berhad,MYL5819OO007,Financials,MALAYSIA,EM
PETRONAS Gas Berhad,MYL6033OO004,Utilities,MALAYSIA,EM
Celcomdigi Berhad,MYL6947OO005,Communication Services,MALAYSIA,EM
S P Setia Berhad,MYL8664OO004,Real Estate,MALAYSIA,EM
Heineken Holding N.V.,NL0000008977,Consumer Staples,NETHERLANDS,EUR
Koninklijke KPN N.V.,NL0000009082,Communication Services,NETHERLANDS,EUR
Heineken N.V.,NL0000009165,Consumer Staples,NETHERLANDS,EUR
Koninklijke Philips N.V.,NL0000009538,Consumer Discretionary,NETHERLANDS,EUR
STMicroelectronics N.V.,NL0000226223,Information Technology,NETHERLANDS,EUR
Wereldhave N.V.,NL0000289213,Real Estate,NETHERLANDS,EUR
Koninklijke BAM Groep nv,NL0000337319,Industrials,NETHERLANDS,EUR
SBM Offshore N.V.,NL0000360618,Energy,NETHERLANDS,EUR
Randstad N.V.,NL0000379121,Industrials,NETHERLANDS,EUR
Wolters Kluwer N.V.,NL0000395903,Consumer Discretionary,NETHERLANDS,EUR
Arcadis NV,NL0006237562,Industrials,NETHERLANDS,EUR
Koninklijke Vopak N.V.,NL0009432491,Industrials,NETHERLANDS,EUR
ASML Holding N.V.,NL0010273215,Information Technology,NETHERLANDS,EUR
Corbion N.V.,NL0010583399,Consumer Staples,NETHERLANDS,EUR
Koninklijke Ahold Delhaize N.V.,NL0011794037,Consumer Staples,NETHERLANDS,EUR
ING Groep N.V.,NL0011821202,Financials,NETHERLANDS,EUR
QIAGEN N.V.,NL0012169213,Health Care,NETHERLANDS,EUR
Akzo Nobel N.V.,NL0013267909,Materials,NETHERLANDS,EUR
Stellantis N.V.,NL00150001Q9,Consumer Discretionary,FRANCE,EUR
Fugro N.V.,NL00150003E1,Energy,NETHERLANDS,EUR
MFE-MediaForEurope N.V.,NL0015000N09,Consumer Discretionary,ITALY,EUR
Ferrovial SE,NL0015001FS8,Industrials,SPAIN,EUR
Schibsted ASA,NO0003028904,Consumer Discretionary,NORWAY,EUR
Storebrand ASA,NO0003053605,Financials,NORWAY,EUR
Mowi ASA,NO0003054108,Consumer Staples,NORWAY,EUR
TGS ASA,NO0003078800,Energy,NORWAY,EUR
Orkla ASA,NO0003733800,Consumer Staples,NORWAY,EUR
Norsk Hydro ASA,NO0005052605,Energy,NORWAY,EUR
PGS ASA,NO0010199151,Energy,NORWAY,EUR
Prosafe SE,NO0010861990,Industrials,NORWAY,EUR
Tomra Systems ASA,NO0012470089,Industrials,NORWAY,EUR
Auckland International Airport Limited,NZAIAE0002S6,Industrials,NEW ZEALAND,PAC
Air New Zealand Limited,NZAIRE0001S2,Industrials,NEW ZEALAND,PAC
Contact Energy Limited,NZCENE0001S6,Utilities,NEW ZEALAND,PAC
Fletcher Building Limited,NZFBUE0001S0,Materials,NEW ZEALAND,PAC
SKYCITY Entertainment Group Limited,NZSKCE0001S2,Consumer Discretionary,NEW ZEALAND,PAC
Spark New Zealand Limited,NZTELE0001S4,Communication Services,NEW ZEALAND,PAC
Carnival Corporation & Plc,PA1436583006,Consumer Discretionary,UNITED STATES,AMER
Banco Continental,PEP116001004,Financials,PERU,EM
Nexa Resources Peru S.A.A.,PEP620001003,Materials,PERU,EM
Minsur S.A.,PEP622005002,Materials,PERU,EM
Volcan Compania Minera S.A.A.,PEP648014202,Materials,PERU,EM
"Aboitiz Equity Ventures, Inc.",PHY0001Z1040,Utilities,PHILIPPINES,EM
"Alliance Global Group, Inc.",PHY003341054,Consumer Staples,PHILIPPINES,EM
Ayala Corporation,PHY0486V1154,Financials,PHILIPPINES,EM
"Ayala Land, Inc.",PHY0488F1004,Real Estate,PHILIPPINES,EM
Bank of the Philippine Islands,PHY0967S1694,Financials,PHILIPPINES,EM
"Globe Telecom, Inc.",PHY272571498,Communication Services,PHILIPPINES,EM
"International Container Terminal Services, Inc.",PHY411571011,Industrials,PHILIPPINES,EM
Jollibee Foods Corporation,PHY4466S1007,Consumer Discretionary,PHILIPPINES,EM
Manila Electric Company,PHY5764J1483,Utilities,PHILIPPINES,EM
Megaworld Corporation,PHY594811127,Real Estate,PHILIPPINES,EM
Metropolitan Bank & Trust Company,PHY6028G1361,Financials,PHILIPPINES,EM
Petron Corporation,PHY6885F1067,Energy,PHILIPPINES,EM
PLDT Inc.,PHY7072Q1032,Communication Services,PHILIPPINES,EM
San Miguel Corporation,PHY751061151,Consumer Staples,PHILIPPINES,EM
"SM Prime Holdings, Inc.",PHY8076N1120,Real Estate,PHILIPPINES,EM
Universal Robina Corporation,PHY9297P1004,Consumer Staples,PHILIPPINES,EM
Pakistan State Oil Company Limited,PK0022501016,Energy,PAKISTAN,EM
Fauji Fertilizer Company Limited,PK0053401011,Materials,PAKISTAN,EM
Jahangir Siddiqui & Co. Ltd.,PK0060301014,Financials,PAKISTAN,EM
Bank Handlowy w Warszawie S.A.,PLBH00000012,Financials,POLAND,EM
Bank Millennium S.A.,PLBIG0000016,Financials,POLAND,EM
ING Bank Slaski S.A.,PLBSK0000017,Financials,POLAND,EM
Budimex SA,PLBUDMX00013,Industrials,POLAND,EM
KGHM Polska Miedz S.A.,PLKGHM000017,Materials,POLAND,EM
Polimex-Mostostal S.A.,PLMSTSD00019,Industrials,POLAND,EM
Bank Polska Kasa Opieki S.A.,PLPEKAO00016,Financials,POLAND,EM
Orlen S.A.,PLPKN0000018,Energy,POLAND,EM
Stalprodukt S.A.,PLSTLPD00017,Materials,POLAND,EM
Orange Polska S.A.,PLTLKPL00017,Communication Services,POLAND,EM
"Popular, Inc.",PR7331747001,Financials,UNITED STATES,AMER
Banco Comercial Portugues Reg,PTBCP0AM0015,Financials,PORTUGAL,EUR
"EDP - Energias de Portugal, S.A.",PTEDP0AM0009,Utilities,PORTUGAL,EUR
Jeronimo Martins & Filito SGPS,PTJMT0AE0001,Consumer Staples,PORTUGAL,EUR
"Sonae, SGPS, S.A.",PTSON0AM0001,Industrials,PORTUGAL,EUR
"NOS, S.G.P.S., S.A.",PTZON0AM0006,Consumer Discretionary,PORTUGAL,EUR
Public Joint Stock Company Rostelecom,RU0008943394,Communication Services,RUSSIAN FEDERATION,EM
PJSC LUKOIL,RU0009024277,Energy,RUSSIAN FEDERATION,EM
Sberbank of Russia,RU0009029540,Financials,RUSSIAN FEDERATION,EM
Public Joint Stock Company Gazprom Neft,RU0009062467,Energy,RUSSIAN FEDERATION,EM
H & M Hennes & Mauritz AB (publ),SE0000106270,Consumer Discretionary,SWEDEN,EUR
AB SKF (publ),SE0000108227,Industrials,SWEDEN,EUR
Telefonaktiebolaget LM Ericsson (publ),SE0000108656,Information Technology,SWEDEN,EUR
Ratos AB (publ),SE0000111940,Financials,SWEDEN,EUR
Svenska Cellulosa Aktiebolaget SCA (publ),SE0000112724,Materials,SWEDEN,EUR
Skanska AB (publ),SE0000113250,Industrials,SWEDEN,EUR
Trelleborg AB (publ),SE0000114837,Consumer Discretionary,SWEDEN,EUR
Skandinaviska Enskilda Banken AB (publ),SE0000148884,Financials,SWEDEN,EUR
Securitas AB (publ),SE0000163594,Industrials,SWEDEN,EUR
Elekta AB (publ),SE0000163628,Health Care,SWEDEN,EUR
SSAB AB (publ),SE0000171100,Materials,SWEDEN,EUR
Industrivarden AB,SE0000190126,Financials,SWEDEN,EUR
Getinge AB (publ),SE0000202624,Health Care,SWEDEN,EUR
Swedbank AB (publ),SE0000242455,Financials,SWEDEN,EUR
Castellum AB (publ),SE0000379190,Real Estate,SWEDEN,EUR
Sandvik AB (publ),SE0000667891,Industrials,SWEDEN,EUR
JM AB (publ),SE0000806994,Consumer Discretionary,SWEDEN,EUR
SAS AB (publ),SE0003366871,Industrials,SWEDEN,EUR
Tele2 AB (publ),SE0005190238,Communication Services,SWEDEN,EUR
Axfood AB (publ),SE0006993770,Consumer Staples,SWEDEN,EUR
ASSA ABLOY AB (publ),SE0007100581,Industrials,SWEDEN,EUR
Svenska Handelsbanken AB (publ),SE0007100599,Financials,SWEDEN,EUR
Holmen AB (publ),SE0011090018,Materials,SWEDEN,EUR
Fabege AB (publ),SE0011166974,Real Estate,SWEDEN,EUR
Kinnevik AB,SE0015810247,Financials,SWEDEN,EUR
Investor AB (publ),SE0015811955,Financials,SWEDEN,EUR
Swedish Match AB (publ),SE0015812219,Consumer Staples,SWEDEN,EUR
Hexagon AB (publ),SE0015961909,Industrials,SWEDEN,EUR
NIBE Industrier AB (publ),SE0015988019,Industrials,SWEDEN,EUR
AB Electrolux (publ),SE0016589188,Consumer Discretionary,SWEDEN,EUR
Atlas Copco AB,SE0017486889,Industrials,SWEDEN,EUR
Modern Times Group MTG AB (publ),SE0018012494,Consumer Discretionary,SWEDEN,EUR
Boliden AB (publ),SE0020050417,Materials,SWEDEN,EUR
Venture Corporation Limited,SG0531000230,Information Technology,SINGAPORE,PAC
Jardine Cycle & Carriage Limited,SG1B51001017,Consumer Discretionary,SINGAPORE,PAC
Singapore Technologies Engineering Ltd,SG1F60858221,Industrials,SINGAPORE,PAC
Seatrium Limited,SG1H97877952,Industrials,SINGAPORE,PAC
DBS Group Holdings Ltd,SG1L01001701,Financials,SINGAPORE,PAC
United Overseas Bank Limited,SG1M31001969,Financials,SINGAPORE,PAC
Sembcorp Industries Ltd,SG1R50925390,Industrials,SINGAPORE,PAC
City Developments Limited,SG1R89002252,Real Estate,SINGAPORE,PAC
Oversea-Chinese Banking Corporation Limited,SG1S04926220,Financials,SINGAPORE,PAC
"COSCO Shipping International (Singapore) Co., Ltd.",SG1S76928401,Industrials,SINGAPORE,PAC
UOL Group Limited,SG1S83002349,Real Estate,SINGAPORE,PAC
"Fraser and Neave, Limited",SG1T58930911,Consumer Staples,SINGAPORE,PAC
Singapore Telecommunications Limited,SG1T75931496,Communication Services,SINGAPORE,PAC
Keppel Corporation Limited,SG1U68934629,Industrials,SINGAPORE,PAC
Singapore Airlines Limited,SG1V61937297,Industrials,SINGAPORE,PAC
OUE Limited,SG2B80958517,Industrials,SINGAPORE,PAC
Flex Ltd.,SG9999000020,Information Technology,SINGAPORE,PAC
Genting Singapore Limited,SGXE21576413,Consumer Discretionary,SINGAPORE,PAC
Bangkok Bank Public Company Limited,TH0001010006,Financials,THAILAND,EM
The Siam Cement Public Company Limited,TH0003010Z04,Materials,THAILAND,EM
Kasikornbank Public Company Limited,TH0016010009,Financials,THAILAND,EM
Siam City Cement Public Company Limited,TH0021010Z06,Materials,THAILAND,EM
Bank of Ayudhya Public Company Limited,TH0023010000,Financials,THAILAND,EM
TMBThanachart Bank Public Company Limited,TH0068010Z07,Financials,THAILAND,EM
Thanachart Capital Public Company Limited,TH0083B10Z02,Financials,THAILAND,EM
Charoen Pokphand Foods Public Company Limited,TH0101A10Z01,Consumer Staples,THAILAND,EM
Minor International Public Company Limited,TH0128B10Z09,Consumer Discretionary,THAILAND,EM
Land and Houses Public Company Limited,TH0143010Z08,Consumer Discretionary,THAILAND,EM
Banpu Public Company Limited,TH0148A10Z06,Materials,THAILAND,EM
Krung Thai Bank Public Company Limited,TH0150010Z03,Financials,THAILAND,EM
Bumrungrad Hospital Public Company Limited,TH0168A10Z01,Health Care,THAILAND,EM
Bangkok Dusit Medical Services Public Company Limited,TH0264A10Z04,Health Care,THAILAND,EM
Advanced Info Service Public Company Limited,TH0268010Z03,Communication Services,THAILAND,EM
Hana Microelectronics Public Company Limited,TH0324B10Z01,Information Technology,THAILAND,EM
PTT Exploration and Production Public Company Limited,TH0355A10Z04,Energy,THAILAND,EM
Thai Union Group Public Company Limited,TH0450010Y08,Consumer Staples,THAILAND,EM
Electricity Generating Public Company Limited,TH0465010005,Utilities,THAILAND,EM
IRPC Public Company Limited,TH0471010Y04,Energy,THAILAND,EM
Central Pattana Public Company Limited,TH0481B10Z00,Real Estate,THAILAND,EM
BEC World Public Company Limited,TH0592010Z06,Consumer Discretionary,THAILAND,EM
Akbank T.A.S.,TRAAKBNK91N6,Financials,TURKEY,EM
Arcelik Co,TRAARCLK91H5,Consumer Discretionary,TURKEY,EM
Dogan Sirketler Grubu Holding A.S.,TRADOHOL91Q8,Industrials,TURKEY,EM
Eregli Demir Celik,TRAEREGL91G3,Materials,TURKEY,EM
Turkiye Garanti Bankasi A.S.,TRAGARAN91N1,Financials,TURKEY,EM
Turkiye Is Bankasi A,TRAISCTR91N2,Financials,TURKEY,EM
Koc Holding,TRAKCHOL91Q8,Industrials,TURKEY,EM
Ford Otomotiv Sanayi A.S.,TRAOTOSN91H6,Consumer Discretionary,TURKEY,EM
HACI OMER SABANCI HOLDING,TRASAHOL91Q5,Financials,TURKEY,EM
Turkiye Sise Cam Fabrik,TRASISEW91Q3,Consumer Discretionary,TURKEY,EM
Turkiye Hava Yollari A O,TRATHYAO91M5,Industrials,TURKEY,EM
Tupras-Turkiye Petrol Rafine,TRATUPRS91E8,Energy,TURKEY,EM
Yapi ve Kredi Bankasi A.S.,TRAYKBNK91N6,Financials,TURKEY,EM
Asia Cement Corporation,TW0001102002,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Uni-President Enterprises Corp.,TW0001216000,Consumer Staples,"TAIWAN, PROVINCE OF CHINA",EM
Formosa Plastics Corporation,TW0001301000,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Nan Ya Plastics Corporation,TW0001303006,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Formosa Chemicals & Fibre Corporation,TW0001326007,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Far Eastern New Century Corporation,TW0001402006,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Shinkong Synthetic Fibers Corporation,TW0001409001,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Formosa Taffeta Co., Ltd.",TW0001434009,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
Shihlin Electric & Engineering Corp.,TW0001503001,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
"TECO Electric & Machinery Co., Ltd.",TW0001504009,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Walsin Lihwa Corporation,TW0001605004,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
"Eternal Materials Co., Ltd.",TW0001717007,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Taiwan Fertilizer Co., Ltd.",TW0001722007,Materials,"TAIWAN, PROVINCE OF CHINA",EM
China Steel Chemical Corporation,TW0001723005,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Taiwan Glass Ind. Corp.,TW0001802007,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
YFY Inc.,TW0001907004,Materials,"TAIWAN, PROVINCE OF CHINA",EM
China Steel Corporation,TW0002002003,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Tung Ho Steel Enterprise Corporation,TW0002006004,Materials,"TAIWAN, PROVINCE OF CHINA",EM
Chung Hung Steel Corporation,TW0002014008,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Feng Hsin Steel Co., Ltd.",TW0002015005,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Yieh Phui Enterprise Co., Ltd.",TW0002023009,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Nankang Rubber Tire Corp.,Ltd.",TW0002101003,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
TSRC Corporation,TW0002103009,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Cheng Shin Rubber Ind. Co., Ltd.",TW0002105004,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
Yulon Motor Company Ltd.,TW0002201001,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
China Motor Corporation,TW0002204005,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
"Hotai Motor Co.,Ltd.",TW0002207008,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
Lite-On Technology Corporation,TW0002301009,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
United Microelectronics Corporation,TW0002303005,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Delta Electronics, Inc.",TW0002308004,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Hon Hai Precision Industry Co., Ltd.",TW0002317005,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
CMC Magnetics Corporation,TW0002323003,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Compal Electronics, Inc.",TW0002324001,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Yageo Corporation,TW0002327004,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Pan-International Industrial Corp.,TW0002328002,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Taiwan Semiconductor Manufacturing Company Limited,TW0002330008,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
D-Link Corporation,TW0002332004,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Macronix International Co., Ltd.",TW0002337003,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Winbond Electronics Corporation,TW0002344009,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Synnex Technology International Corporation,TW0002347002,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
RITEK Corporation,TW0002349008,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Qisda Corporation,TW0002352002,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Acer Incorporated,TW0002353000,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Foxconn Technology Co., Ltd.",TW0002354008,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Inventec Corporation,TW0002356003,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
ASUSTeK Computer Inc.,TW0002357001,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Clevo Co.,TW0002362001,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Tatung Co., Ltd.",TW0002371002,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Micro-Star International Co., Ltd.",TW0002377009,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Realtek Semiconductor Corp.,TW0002379005,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Quanta Computer Inc.,TW0002382009,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Chicony Electronics Co., Ltd.",TW0002385002,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"VIA Technologies, Inc.",TW0002388006,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Cheng Uei Precision Industry Co., Ltd.",TW0002392008,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
"Everlight Electronics Co., Ltd.",TW0002393006,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Advantech Co., Ltd.",TW0002395001,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Catcher Technology Co., Ltd.",TW0002474004,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Cathay Real Estate Development Co.,Ltd.",TW0002501004,Real Estate,"TAIWAN, PROVINCE OF CHINA",EM
Evergreen Marine Corporation (Taiwan) Ltd.,TW0002603008,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Sincere Navigation Corporation,TW0002605003,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
U-Ming Marine Transport Corporation,TW0002606001,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Evergreen International Storage & Transport Corporation,TW0002607009,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Yang Ming Marine Transport Corporation,TW0002609005,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
"China Airlines, Ltd.",TW0002610003,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Wan Hai Lines Ltd.,TW0002615002,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
"Taiwan Navigation Co., Ltd.",TW0002617008,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
EVA Airways Corp.,TW0002618006,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
Formosa International Hotels Corporation,TW0002707007,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
"Chang Hwa Commercial Bank, Ltd.",TW0002801008,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Taiwan Business Bank, Ltd.",TW0002834009,Financials,"TAIWAN, PROVINCE OF CHINA",EM
